User-ID,ISBN,Book-Rating,Avg_User_Rating,Num_Ratings_User,Book_Popularity,Book_Pages,Book_Year,Rating_Category
276856,2203142278,0,3.85,200,30.4,352,1998,Bajo
276856,2205040561,0,2.53,160,32.1,100,1997,Bajo
276856,221096900X,0,6.01,183,96.2,855,1983,Bajo
276856,2253005274,0,9.43,353,59.0,750,1987,Bajo
276856,2723402983,0,7.26,136,78.7,710,2009,Bajo
276856,2747002748,0,6.13,430,4.5,1186,1999,Bajo
276856,2800108584,0,1.87,398,10.7,85,1987,Bajo
276856,2800134259,0,6.54,226,81.5,672,1984,Bajo
276856,2800134267,0,9.91,392,62.4,732,2020,Bajo
276856,2800135522,0,2.26,243,19.1,1151,2013,Bajo
276856,2800135565,0,5.66,106,40.5,898,2019,Bajo
276856,2800135719,0,8.9,71,53.9,1009,1986,Bajo
276856,2800135727,0,7.67,77,84.4,94,2001,Bajo
276856,2803616998,0,7.27,54,6.0,922,1988,Bajo
276856,2907572458,0,7.32,277,59.7,1001,1990,Bajo
276857,8439598459,6,4.24,111,71.7,703,1991,Medio
276859,014014899X,0,3.64,224,97.8,64,1987,Bajo
276859,0140252517,6,8.28,75,80.7,689,2011,Medio
276859,0140269967,0,8.29,14,27.6,216,1996,Bajo
276859,0140328742,0,8.8,459,71.0,112,2005,Bajo
276859,0140366830,0,9.22,258,76.3,252,2012,Bajo
276859,0140367446,0,5.6,482,73.0,327,2005,Bajo
276859,0425131378,0,5.51,189,82.0,1174,2001,Bajo
276859,0517642689,7,8.18,364,90.4,944,1982,Alto
276859,0600571165,0,6.85,239,9.8,452,2010,Bajo
276859,077104450X,8,7.32,401,10.5,396,1993,Alto
276859,0789706032,8,8.16,334,79.6,836,1997,Alto
276859,0836218833,10,9.01,473,25.2,1025,2013,Alto
276859,0836220889,10,4.04,304,5.9,883,2019,Alto
276859,088365721X,9,4.38,91,40.1,242,1996,Alto
276859,1559712252,6,1.85,392,82.0,948,2020,Medio
276859,1567616089,8,6.2,184,12.7,201,1991,Alto
276859,2890510328,0,1.32,17,67.2,435,2018,Bajo
276859,3257227264,0,5.19,453,0.4,1038,2012,Bajo
276861,0141011904,9,5.88,12,11.0,1151,2011,Alto
276861,342313075X,0,3.58,166,35.1,221,2000,Bajo
276861,3423201509,10,6.32,146,8.4,386,1993,Alto
276861,3423206616,8,1.27,282,84.6,941,1981,Alto
276861,344242529,9,1.34,479,86.4,654,1986,Alto
276861,3446200452,8,8.4,37,75.6,538,1994,Alto
276861,349223903X,6,4.24,70,24.2,715,2010,Medio
276861,3499231603,9,2.14,169,52.3,155,2007,Alto
276861,360893541X,9,5.7,335,18.4,919,2020,Alto
276861,3608935428,9,7.93,170,28.1,401,1987,Alto
276861,3608935436,9,2.94,497,51.6,897,1986,Alto
276861,3704320196,6,6.61,253,73.5,97,2015,Medio
276861,3886807843,8,1.77,346,9.5,80,1989,Alto
276862,0345423402,0,1.47,499,29.7,524,2018,Bajo
276862,1569312435,9,5.78,460,92.7,526,2009,Alto
276862,1892213141,8,5.87,297,42.9,1199,2019,Alto
276863,8530805461,10,6.74,431,93.9,268,2020,Alto
276866,3257218516,3,7.53,142,99.1,294,2020,Bajo
276866,3404126343,8,9.78,385,52.7,492,1984,Alto
276866,3404131606,0,5.65,273,28.8,550,2000,Bajo
276866,3404139178,9,3.91,225,79.1,947,1985,Alto
276866,3404143299,7,8.16,183,15.9,818,1995,Alto
276866,3404614542,0,3.44,221,25.2,304,1995,Bajo
276866,340645724X,3,4.95,53,78.5,119,2003,Bajo
276866,3426192543,5,1.71,118,43.4,504,1998,Medio
276866,3426702266,0,1.23,365,20.2,627,1998,Bajo
276866,3442421357,0,9.66,159,65.1,1075,2016,Bajo
276866,3442443806,4,8.52,446,73.3,544,2012,Medio
276866,345309221X,8,7.26,136,12.5,374,1984,Alto
276866,3453108361,7,4.68,414,27.7,830,1988,Alto
276866,3453126912,0,2.56,77,22.1,452,2000,Bajo
276866,3453130901,5,2.41,336,38.0,900,1986,Medio
276866,3453132262,0,3.25,450,76.3,178,2021,Bajo
276866,3596129389,0,5.94,45,71.4,195,2004,Bajo
276866,3596237874,0,7.43,18,66.3,1169,2000,Bajo
276866,3596247500,0,6.94,355,0.6,550,1992,Bajo
276866,3809410357,5,3.52,429,14.2,57,2000,Medio
276869,0345249372,0,9.59,403,22.3,269,1989,Bajo
276869,044020562X,0,7.64,205,27.2,774,2003,Bajo
276870,9026935722,6,5.99,499,14.6,151,2006,Medio
276872,0425167097,8,6.51,324,41.0,823,2012,Alto
276872,042518109X,8,4.78,83,7.5,51,2005,Alto
276872,0425188221,7,3.23,50,75.0,744,2015,Alto
276872,8500010452,4,4.2,281,78.8,820,1996,Medio
276872,8501023450,3,7.82,166,57.4,883,2000,Bajo
276872,8571648972,10,1.13,243,9.0,789,1981,Alto
276872,8588615126,8,2.04,377,89.0,249,1994,Alto
276872,8589885291,8,1.41,479,96.6,75,1981,Alto
276873,009975181X,7,1.37,164,20.2,993,1986,Alto
276875,00273755,7,8.7,324,70.5,151,2015,Alto
276875,014366020444,8,7.33,56,84.2,1012,2022,Alto
276875,0688172377,0,5.27,39,54.0,906,2011,Bajo
276875,8481305464,0,1.88,319,32.3,421,1982,Bajo
276875,8496075850,8,5.42,128,47.9,246,1982,Alto
276875,8804321008,0,5.26,391,51.2,559,2012,Bajo
276875,8804375299,0,2.56,122,40.1,1064,2004,Bajo
276875,8804407808,6,4.9,247,93.0,1103,2016,Medio
276875,8804464895,7,4.59,186,74.4,972,2015,Alto
276875,8804510579,0,6.54,208,24.1,348,2014,Bajo
276875,8804512652,0,6.72,315,58.6,70,1998,Bajo
276875,8806144146,0,1.41,304,68.9,1114,1998,Bajo
276875,8806155873,0,4.37,389,14.0,1013,2012,Bajo
276875,8807700735,0,6.63,239,35.8,1016,1997,Bajo
276875,8807806746,0,5.53,215,90.6,508,2006,Bajo
276875,8807810751,7,8.71,292,56.7,563,2009,Alto
276875,880781112X,6,6.93,224,21.7,1117,2010,Medio
276875,8807812495,0,2.47,88,12.3,90,2018,Bajo
276875,8807813157,0,1.64,25,51.8,887,1982,Bajo
276875,8807816059,0,6.78,429,54.8,312,2001,Bajo
276875,8817106100,6,1.24,220,33.4,734,1989,Medio
276875,8817112917,8,6.27,275,63.0,1082,1987,Alto
276875,8817877028,0,9.46,135,6.9,1126,2013,Bajo
276875,8820024381,0,6.18,492,14.5,1072,2021,Bajo
276875,883041915X,0,4.49,442,54.6,177,1997,Bajo
276875,8831760122,0,6.79,233,6.2,580,1991,Bajo
276875,8833908488,4,5.12,465,88.1,693,2011,Medio
276875,8838910987,8,5.91,66,14.2,574,1981,Alto
276875,8842806978,0,9.47,80,67.4,806,1996,Bajo
276875,8845219747,0,4.47,423,39.1,1015,1991,Bajo
276875,8845249689,0,9.65,255,40.0,943,1986,Bajo
276875,8846200624,8,9.15,125,76.5,808,1994,Alto
276875,88741800047,8,2.76,146,49.9,281,1981,Alto
276875,8876846565,7,1.62,103,72.6,982,2006,Alto
276875,8877825200,2,1.91,385,50.5,137,2005,Bajo
276875,8879285513,6,1.16,447,59.3,815,2004,Medio
276875,8879285645,6,1.85,387,76.1,686,1991,Medio
276875,8879832905,0,7.15,383,60.7,250,1996,Bajo
276875,8881110288,0,1.64,277,61.6,1035,1980,Bajo
276875,888634712X,0,3.87,382,78.9,410,2010,Bajo
276875,8887432252,8,8.6,124,94.9,181,2019,Alto
276875,8888424121,8,1.21,414,37.7,226,1984,Alto
276878,0449210197,6,8.33,267,57.7,1125,2007,Medio
276879,8817151068,7,3.54,278,8.6,71,2007,Alto
276884,0151446474,0,2.06,111,35.9,702,1987,Bajo
276884,8433967606,0,7.27,381,41.2,832,1993,Bajo
276884,8496280012,7,6.66,313,83.5,217,1985,Alto
276884,899792145,0,8.9,89,51.3,1111,1997,Bajo
276884,B158991965,6,7.62,387,73.1,922,2016,Medio
276887,0064430227,5,8.23,158,1.9,989,1989,Medio
276887,0671723650,0,3.54,216,46.4,681,2014,Bajo
276887,0812533550,9,2.6,384,90.1,883,2014,Alto
276888,8806162160,6,7.76,301,22.4,771,1996,Medio
276888,884590184X,0,8.26,36,3.2,1148,2006,Bajo
276889,0446613843,0,9.91,87,43.3,489,2003,Bajo
276890,0140270272,0,4.71,118,70.4,292,1989,Bajo
276896,0440241537,10,4.35,328,45.4,650,1996,Alto
276904,0099460343,0,7.99,448,46.0,811,2012,Bajo
276904,0375901582,10,4.07,182,67.0,592,2012,Alto
276904,0439317746,5,9.38,68,25.4,326,1996,Medio
276904,0440228840,10,8.73,434,75.2,599,1997,Alto
276904,0440414121,10,4.86,359,15.3,452,2017,Alto
276904,0738205737,5,7.76,491,39.6,699,1986,Medio
276904,1566911605,0,7.79,159,65.6,1046,2005,Bajo
276905,0060542845,8,1.93,285,82.8,125,1980,Alto
276905,0449148831,5,9.12,443,79.2,388,1990,Medio
276905,1551666308,0,5.55,164,72.2,814,1989,Bajo
276911,8420430943,8,8.44,461,35.9,1152,2010,Alto
276911,8420636282,9,3.88,361,12.2,87,2004,Alto
276911,8432205311,9,9.06,73,21.7,367,1980,Alto
276912,000225669X,6,4.5,119,86.5,689,2022,Medio
276912,0099549611,6,1.1,341,85.7,719,1982,Medio
276912,0701162767,0,9.15,499,95.2,378,1980,Bajo
276912,1852422580,0,1.82,195,7.6,525,1986,Bajo
276915,042513976X,7,3.87,89,53.7,587,2022,Alto
276916,0441008291,8,9.55,345,64.9,392,1993,Alto
276925,0006511929,0,9.56,76,71.1,189,2002,Bajo
276925,002542730X,10,6.16,221,64.4,122,1996,Alto
276925,0060520507,0,6.69,139,77.0,477,1993,Bajo
276925,0060930934,0,5.04,372,35.9,1032,1988,Bajo
276925,0060951303,0,3.64,395,17.9,649,2000,Bajo
276925,0099414732,7,3.96,241,20.5,146,1981,Alto
276925,0140154078,6,7.05,154,1.2,527,2011,Medio
276925,0140327592,0,7.77,53,35.0,1071,1987,Bajo
276925,0140367616,0,8.12,142,9.2,540,2015,Bajo
276925,0141181222,0,8.11,320,32.1,455,2005,Bajo
276925,0151010633,0,1.82,464,62.8,764,2016,Bajo
276925,0192834312,0,5.45,394,89.4,496,1994,Bajo
276925,0194216748,5,1.52,31,84.0,748,2013,Medio
276925,0240514866,0,5.95,223,25.3,1093,2000,Bajo
276925,0316666343,0,4.97,292,13.4,634,2002,Bajo
276925,0345391810,0,8.99,266,19.3,476,1988,Bajo
276925,0375400699,0,4.16,282,97.1,1003,2019,Bajo
276925,0385504209,8,2.05,276,54.9,899,2005,Alto
276925,043527242X,0,2.29,381,18.3,643,2022,Bajo
276925,0439284031,0,7.85,44,84.1,405,2001,Bajo
276925,0439286182,0,6.56,62,39.5,76,1992,Bajo
276925,0439286239,0,1.91,201,89.9,1120,2004,Bajo
276925,0449221148,0,1.76,335,26.1,505,1986,Bajo
276925,0451527747,0,7.31,9,39.3,161,2006,Bajo
276925,0486282112,0,1.65,71,50.5,796,1994,Bajo
276925,0486424499,0,8.4,90,89.3,424,1991,Bajo
276925,0553275283,8,7.36,24,86.9,894,2012,Alto
276925,0582530431,9,1.73,140,57.4,175,2000,Alto
276925,0590502123,0,1.76,316,22.2,1080,2004,Bajo
276925,0595132189,0,9.88,340,40.3,611,2019,Bajo
276925,0613329740,0,4.37,376,97.6,627,2001,Bajo
276925,063403541X,6,4.34,78,60.8,411,1993,Medio
276925,067172939X,0,8.32,214,78.1,728,1987,Bajo
276925,0671729438,0,9.53,16,45.0,1032,2003,Bajo
276925,0671746502,0,9.87,29,53.2,813,1982,Bajo
276925,0679721851,0,7.78,416,42.9,824,1991,Bajo
276925,0679745580,0,4.39,467,70.3,849,2001,Bajo
276925,0691000980,0,1.75,375,85.1,324,1995,Bajo
276925,0747545111,0,7.99,291,50.7,445,1986,Bajo
276925,0749931434,0,6.03,43,48.1,955,1997,Bajo
276925,0754000117,0,4.82,352,34.0,541,2002,Bajo
276925,0804106304,0,9.16,375,17.7,426,2005,Bajo
276925,0812583566,0,2.0,53,93.9,708,2017,Bajo
276925,0843128240,0,5.43,276,31.6,590,1981,Bajo
276925,0879517344,0,1.1,371,80.1,888,1981,Bajo
276925,0971880107,0,5.22,232,71.5,369,2001,Bajo
276925,1400001625,0,1.51,212,79.1,274,2017,Bajo
276925,1400002672,8,2.07,8,93.7,505,2021,Alto
276925,1853262404,0,2.06,122,62.3,700,2007,Bajo
276925,2061007074,0,6.84,483,89.8,466,1996,Bajo
276925,2266095536,0,7.71,42,16.8,853,1997,Bajo
276925,2290309494,0,6.25,333,62.7,828,1981,Bajo
276925,2742739351,0,9.66,233,77.2,847,2014,Bajo
276925,3522149904,0,4.37,70,27.2,658,1994,Bajo
